Sentence,label
"As a result , RNF - based CNN models can be 3 - 8 x faster than their RNN counterparts .",model
"As in conventional CNNs , the computation of the convolution operation with RNFs can be easily parallelized .",model
We present two RNF - based CNN architectures for sentence classification and answer sentence selection problems .,model
Convolutional Neural Networks with Recurrent Neural Filters,research-problem
"In this work , we model convolution filters with RNNs that naturally capture compositionality and long - term dependencies in language .",research-problem
"As shown in the table , Mazajak model outperformed the current state - of - the - art models on the SemEval and ASTD datasets .",result
"In addition , it achieved a high performance on the ArSAS dataset .",result
"Our reported scores are higher than current top systems for all the evaluation scores , including average recall , F P N , and accuracy .",result
These results confirm that our model choice for our tool represents the current state - of - the - art for Arabic SA .,result
The best performing system in the SemEval 2017 task is the one described in which achieved an F P N of 0.61 .,baseline
"For the ASTD , the best reported results are by who used an ensemble system combining output of CNN and Bi - LSTM architectures , which achieved an F P N of 0.71 .",baseline
"In this paper , we present Mazajak 2 , an Online Arabic sentiment analysis system that utilises deep learning and massive Arabic word embeddings .",model
The system is available as an online API that can be used by other researchers .,model
Mazajak : An Online Arabic Sentiment Analyser,research-problem
Sentiment analysis ( SA ) is one of the most useful natural language processing applications .,research-problem
Sentiment analysis is one of the vital approaches to extract public opinion from large corpora of text .,research-problem
"Work on SA started in early 2000s , particularly with the work of , where they studied the sentiment of movies ' reviews .",research-problem
"We can find that the Majority method is the worst , which means the majority sentiment polarity occupies 53.50 % , 65.00 % and 50 % of all samples on the Restaurant , Laptop and Twitter testing datasets respectively .",result
The Simple SVM model performs better than Majority .,result
Our model achieves significantly better results than feature - enhanced SVM .,result
"Among LSTM based neural networks described in this paper , the basic LSTM approach performs the worst .",result
TD - LSTM obtains an improvement of 1 - 2 % over LSTM when target signals are taken into consideration .,result
"MemNet achieves better results than other models on the Restaurant dataset , since it considers not only the contexts of targets but also the position of each context word related to the target .",result
IAN considers separate representations of targets and obtains better result on the Laptop dataset .,result
GRNN - G3 achieves competitive results on all datasets because of its three - way structure and special gated - RNN model .,result
"In the contrast , our LCR - Rot model achieves the best results on the all datasets among all models .",result
"With the help of feature engineering , the Feature - enhanced SVM achieves much better results .",result
"Majority assigns the sentiment polarity that has the largest probability in the training set ; 2 . Simple SVM is a SVM classifier with simple features such as unigrams and bigrams ; 3 . Feature - enhanced SVM is a SVM classifier with a state - of - the - art feature template which contains n-gram features , parse features and lexicon features ; 4 . LSTM represents a standard LSTM for aspect - based sentiment classification task ; 5 . TD - LSTM adopts two LSTMs to model the left context with target and the right context with target respectively ; 74.30 66.50 66.50 TD- LSTM 75.60 68.10 70.80 AE - LSTM 76.60 68.90 - ATAE - LSTM 77.20 68.70 - GRNN- G3 79.55 * 71.47 * 70.09 * MemNet 79.98 * 70.33 * 70.52 * IAN 78.60 72.10 - LCR - Rot ( our approach ) 81.34 75.24 72.69 : The performance ( classification accuracy ) of different methods on three datasets .",baseline
6 . AE - LSTM is an upgraded version of LSTM .,baseline
7 . ATAE - LSTM is developed based on AE - LSTM .,baseline
8 . GRNN - G3 adopts a Gated - RNN to represent sentence and use a three - way structure to leverage contexts .,baseline
MemNet is a deep memory network which considers the content and position of target .,baseline
"IAN interactively learns attentions in the contexts and targets , and generate the representations for targets and contexts separately .",baseline
"In our work , the dimension of word embedding vectors and hidden state vectors is 300 .",hyperparameter
"All out - ofvocabulary words and weight matrices are randomly initialized by a uniform distribution U ( - 0.1 , 0.1 ) , and all bias are set to zero .",hyperparameter
Tensor Flow is used for implementing our neural network model .,hyperparameter
The paired t- test is used for the significance testing .,hyperparameter
"We use GloVe 2 vectors with 300 dimensions to initialize the word embeddings , the same as .",hyperparameter
"In model training , the learning rate is set to 0.1 , the weight for L 2 - norm regularization is set to 1 e - 5 , and dropout rate is set to 0.5 .",hyperparameter
We train the model use stochastic gradient descent optimizer with momentum of 0.9 .,hyperparameter
"With the attempt to better address the two problems , in this paper we propose a left - center - right separated neural network with rotatory attention mechanism ( LCR - Rot ) .",model
"On this basis , we further propose a rotatory attention mechanism to take into account the interaction between targets and contexts to better represent targets and contexts .",model
"Specifically , we design a left - center - right separated LSTMs that contains three LSTMs , i.e. , left - , center - and right - LSTM , respectively modeling the three parts of a review ( left context , target phrase and right context ) .",model
The target2context attention is used to capture the most indicative sentiment words in left / right contexts .,model
"Subsequently , the context2target attention is used to capture the most important word in the target .",model
This leads to a two - side representation of the target : left - aware target and right - aware target .,model
"Finally , we concatenate the component representations as the final representation of the sentence and feed it into a softmax layer to predict the sentiment polarity .",model
Left - Center - Right Separated Neural Network for Aspect - based Sentiment Analysis with Rotatory Attention,research-problem
"Aspect - based sentiment analysis is a fine - grained classification task in sentiment analysis , identifying sentiment polarity of a sentence expressed toward a target .",research-problem
"In the early studies , methods for the aspect - based sentiment classification task were similar as that used in standard sentiment classification task .",research-problem
"Because of advantages of neural networks , we approach this aspect level sentiment classification problem based on long short - term memory ( LSTM ) neural networks .",approach
"Previous LSTM - based methods mainly focus on modeling texts separately , while our approach models aspects and texts simultaneously using LSTMs .",approach
"Furthermore , the target representation and text representation generated from LSTMs interact with each other by an attention - over - attention ( AOA ) module .",approach
AOA automatically generates mutual attentions not only from aspect - to - text but also text - to - aspect .,approach
That is why we choose AOA to attend to the most important parts in both aspect and sentence .,approach
"In our implementation , we found that the performance fluctuates with different random initialization , which is a well - known issue in training neural networks .",result
"On average , our algorithm is better than these baseline methods and our best trained model outperforms them in a large margin .",result
"Majority is a basic baseline method , which assigns the largest sentiment polarity in the training set to each sample in the test set .",baseline
"LSTM uses one LSTM network to model the sentence , and the last hidden state is used as the sentence representation for the final classification .",baseline
TD - LSTM uses two LSTM networks to model the preceding and following contexts surrounding the aspect term .,baseline
AT - LSTM first models the sentence via a LSTM model .,baseline
ATAE - LSTM further extends AT - LSTM by appending the aspect embedding into each word vector .,baseline
IAN uses two LSTM networks to model the sentence and aspect term respectively .,baseline
"In experiments , we first randomly select 20 % of training data as validation set to tune the hyperparameters .",hyperparameter
"All weight matrices are randomly initialized from uniform distribution U ( ?10 ?4 , 10 ?4 ) and all bias terms are set to zero .",hyperparameter
The L 2 regularization coefficient is set to 10 ? 4 and the dropout keep rate is set to 0.2 .,hyperparameter
The word embeddings are initialized with 300 - dimensional Glove vectors and are fixed during training .,hyperparameter
The dimension of LSTM hidden states is set to 150 .,hyperparameter
The initial learning rate is 0.01 for the Adam optimizer .,hyperparameter
"If the training loss does not drop after every three epochs , we decrease the learning rate by half .",hyperparameter
The batch size is set as 25 .,hyperparameter
"For the out of vocabulary words we initialize them randomly from uniform distribution U ( ? 0.01 , 0.01 ) .",hyperparameter
Aspect Level Sentiment Classification with Attention - over - Attention Neural Networks,research-problem
Aspect - level sentiment classification aims to identify the sentiment expressed towards some aspects given context sentences .,research-problem
"Our performance matches the prior state of the art , however the comparison is not fair .",result
"For the text transcript of each of the utterance we use pretrained Glove embeddings of dimension 300 , along with the maximum sequence length of 500 to obtain a ( 500,300 ) vector for each utterance .",hyperparameter
"For the Mocap data , for each different mode such as face , hand , head rotation we sample all the feature values between the start and finish time values and split them into 200 partitioned arrays .",hyperparameter
"We then average each of the 200 arrays along the columns ( 165 for faces , 18 for hands , and 6 for rotation ) , and finally concatenate all of them to obtain ( 200,189 ) dimension vector for each utterance .",hyperparameter
MULTI - MODAL EMOTION RECOGNITION ON IEMOCAP WITH NEURAL NETWORKS,research-problem
Emotion recognition has become an important field of research in human computer interactions and there is a growing need for automatic emotion recognition systems .,research-problem
"For our RGNN in all experiments , we empirically set the number of convolutional layers L = 2 , dropout rate of 0.7 at the output fully - connected layer , and batch size of 16 .",hyperparameter
"We use Adam optimization with default values , i.e. , ? 1 = 0.9 and ? 2 = 0.999 .",hyperparameter
"We only tune the output feature dimension d , label noise level , learning rate ? , L1 regularization factor ? , and L2 regularization for each experiment .",hyperparameter
"In this paper , we propose a regularized graph neural network ( RGNN ) aiming to address all three aforementioned challenges .",model
"Inspired by , , we consider each channel in EEG signals as a node in our graph .",model
"Our RGNN model extends the simple graph convolution network ( SGC ) and leverages the topological structure of EEG signals , i.e. , according to the economy of brain network organization , we propose a biologically supported sparse adjacency matrix to capture both local and global inter-channel relations .",model
"Local interchannel relations connect nearby groups of neurons and may reveal anatomical connectivity at macroscale , .",model
"Global inter-channel relations connect distant groups of neurons between the left and right hemispheres and may reveal emotion - related functional connectivity , .",model
EEG - Based Emotion Recognition Using Regularized Graph Neural Networks,research-problem
"E MOTION recognition is an important subarea of affective computing , which focuses on recognizing human emotions based on a variety of modalities , such as audio- visual expressions , body language , physiological signals , etc .",research-problem
"The two major designs in our adjacency matrix A , i.e. , global connection and symmetric adjacency matrix designs , are helpful in recognizing emotions .",ablation-analysi
"The global connection models the asymmetric difference between neuronal activities in the left and right hemispheres and have been shown to reveal certain emotions , , .",ablation-analysi
"Our NodeDAT regularizer has a noticeable positive impact on the performance of our model , which demonstrates that domain adaptation is significantly helpful in crosssubject classification .",ablation-analysi
DL regularizer improves performance of our model by around 3 % in accuracy on both datasets .,ablation-analysi
"In addition , if NodeDAT is removed , the performance of our model has a greater variance , demonstrating the importance of NodeDAT in improving the robustness of our model against cross - subject variations .",ablation-analysi
"In our d-TBCNN model , the number of units is 300 for convolution and 200 for the last hidden layer .",hyperparameter
Dropout is further applied to both weights and embeddings .,hyperparameter
"All hidden layers are dropped out by 50 % , and embeddings 40 % .",hyperparameter
"Word embeddings are 300 dimensional , pretrained ourselves using word2vec To train our model , we compute gradient by back - propagation and apply stochastic gradient descent with mini-batch 200 .",hyperparameter
We use ReLU as the activation function .,hyperparameter
"For regularization , we add 2 penalty for weights with a coefficient of 10 ?5 .",hyperparameter
"In this paper , we propose a novel neural architecture for discriminative sentence modeling , called the Tree - Based Convolutional Neural Network ( TBCNN ) .",model
"Our models can leverage different sentence parsing trees , e.g. , constituency trees and dependency trees .",model
"The model variants are denoted as c- TBCNN and d - TBCNN , respectively .",model
"The idea of tree - based convolution is to apply a set of subtree feature detectors , sliding over the entire parsing tree of a sentence ; then pooling aggregates these extracted feature vectors by taking the maximum value in each dimension .",model
Discriminative Neural Sentence Modeling by Tree - Based Convolution,research-problem
"Comparing this to CNNs with GloVe / fastText embeddings , where Glo Ve is used for English , and fastText is used for all other languages , we observe substantial improvements across all datasets .",result
This shows that word vectors do tend to convey pertinent word semantics signals that enable models to generalize better .,result
Note also that the accuracy using GloVe on the English movies review dataset is consistent with numbers reported in previous work .,result
"Next , we consider our DM - MCNNs with their dual - module mechanism to take advantage of transfer learning .",result
We observe fairly consistent and sometimes quite substan - tial gains over CNNs with just the GloVe / fastText vectors .,result
"Although the automatically projected cross - lingual embeddings are very noisy and limited in their coverage , particularly with respect to inflected forms , our model succeeds in exploiting them to obtain substantial gains in several different languages and domains .",result
"In this paper , we investigate how extrinsic signals can be incorporated into deep neural networks for sentiment analysis .",model
"In our paper , we instead consider word embeddings specifically specialized for the task of sentiment analysis , studying how they can lead to stronger and more consistent gains , despite the fact that the embeddings were obtained using out - of - domain data .",model
We instead propose a bespoke convolutional neural network architecture with a separate memory module dedicated to the sentiment embeddings .,model
A Helping Hand : Transfer Learning for Deep Sentiment Analysis,research-problem
"Over the past decades , sentiment analysis has grown from an academic endeavour to an essential analytics tool .",research-problem
"In recent years , deep neural architectures based on convolutional or recurrent layers have become established as the preeminent models for supervised sentiment polarity classification .",research-problem
"Aiming to automatically extract aspects from the text efficiently and analyze the sentiment polarity of aspects simultaneously , this paper proposes a multi-task learning model for aspect - based sentiment analysis .",model
The LCF - ATEPC 3 model proposed in this paper is a novel multilingual and multi-task - oriented model .,model
"The proposed model is based on multi-head self - attention ( MHSA ) and integrates the pre-trained and the local context focus mechanism , namely LCF - ATEPC .",model
"By training on a small amount of annotated data of aspect and their polarity , the model can be adapted to a large - scale dataset , automatically extracting the aspects and predicting the sentiment polarities .",model
Graphical Abstract A Multi-task Learning Model for Chinese - oriented Aspect Polarity Classification and Aspect Term Extraction Highlights A Multi-task Learning Model for Chinese - oriented Aspect Polarity Classification and Aspect Term Extraction A Multi-task Learning Model for Chinese - oriented Aspect Polarity Classification and Aspect Term Extraction,research-problem
Aspect - based sentiment analysis ( ABSA ) task is a multi - grained task of natural language processing and consists of two subtasks : aspect term extraction ( ATE ) and aspect polarity classification ( APC ) .,research-problem
Most of the existing work focuses on the subtask of aspect term polarity inferring and ignores the significance of aspect term extraction .,research-problem
"By integrating the domain - adapted BERT model , the LCF - ATEPC model achieved the state - of the - art performance of aspect term extraction and aspect polarity classification in four Chinese review datasets .",research-problem
"Aspect - based sentiment analysis ; Pontiki , Galanis , Papageorgiou , Androutsopoulos , Manandhar , AL - Smadi , Al - Ayyoub , Zhao , Qin , De Clercq , Hoste , Apidianaki , Tannier , Loukachevitch , Kotelnikov , Bel , Jimnez - Zafra and Eryigit ( 2016 ) ( ABSA ) is a fine - grained task compared with traditional sentiment analysis , which requires the model to be able to automatic extract the aspects and predict the polarities of all the aspects .",research-problem
The APC task is a kind of classification problem .,research-problem
"The researches concerning APC tasks is more abundant than the ATE task , and a large number of deep learning - based models have been proposed to solve APC problems , such as the models ; ; ; based on long short - term memory ( LSTM ) and the methodologies based on transformer .",research-problem
The codes for this paper are available at https://github.com/yangheng95/LCF-ATEPC,code
"LSTM : Standard LSTM can not capture any aspect information in sentence , so it must get the same ( a ) the aspect of this sentence : service ( b ) the aspect of this sentence : food : Attention Visualizations .",result
"Since it can not take advantage of the aspect information , not surprisingly the model has worst performance .",result
TD - LSTM : TD - LSTM can improve the performance of sentiment classifier by treating an aspect as a target .,result
"Since there is no attention mechanism in TD - LSTM , it can not "" know "" which words are important for a given aspect .",result
It is worth noting that TC - LSTM performs worse than LSTM and TD - LSTM in .,result
"ATAE - LSTM not only addresses the shortcoming of the unconformity between word vectors and aspect embeddings , but also can capture the most important information in response to a given aspect .",result
We apply the proposed model to aspect - level sentiment classification .,hyperparameter
"In our experiments , all word vectors are initialized by Glove 1 .",hyperparameter
The word embedding vectors are pre-trained on an unlabeled corpus whose size is about 840 billion .,hyperparameter
"The other parameters are initialized by sampling from a uniform distribution U (?? , ? ) .",hyperparameter
"The dimension of word vectors , aspect embeddings and the size of hidden layer are 300 .",hyperparameter
The length of attention weights is the same as the length of sentence .,hyperparameter
Theano is used for implementing our neural network models .,hyperparameter
"We trained all models with a batch size of 25 examples , and a momentum of 0.9 , L 2 - regularization weight of 0.001 and initial learning rate of 0.01 for AdaGrad .",hyperparameter
"In this paper , we propose an attention mechanism to enforce the model to attend to the important part of a sentence , in response to a specific aspect .",model
We design an aspect - tosentence attention mechanism that can concentrate on the key part of a sentence given the aspect .,model
We explore the potential correlation of aspect and sentiment polarity in aspect - level sentiment classification .,model
"In order to capture important information in response to a given aspect , we design an attentionbased LSTM .",model
Attention - based LSTM for Aspect - level Sentiment Classification,research-problem
Aspect - level sentiment classification is a finegrained task in sentiment analysis .,research-problem
"In this paper , we deal with aspect - level sentiment classification and we find that the sentiment polarity of a sentence is highly dependent on both content and aspect .",research-problem
"Our two models achieve the best performance when compared to these baselines as shown in , which shows that our proposed neural units effectively captures the aspect - specific features .",result
"Surprisingly , a vanilla CNN works quite well on this problem .",result
"It even beats these welldesigned LSTM models , which further proves that using CNN - based methods is a direction worth exploring .",result
"Compared to one recently proposed model AF - LSTM , our method achieve 2 % - 5 % improvements .",result
TD - LSTM uses two LSTM networks to model the preceding and following contexts surrounding the aspect term .,baseline
AT - LSTM combines the sentence hidden states from a LSTM with the aspect term embedding to generate the attention vector .,baseline
ATAE - LSTM further extends AT - LSTM by appending the aspect embedding into each word vector .,baseline
AF - LSTM introduces a word - aspect fusion attention to learn associative relationships between aspect and context words .,baseline
CNN uses the architecture proposed in without explicitly considering aspect .,baseline
"We use rectifier as non-linear function f in the CNN g , CNN t and sigmoid in the CNN s , filter window sizes of 1 , 2 , 3 , 4 with 100 feature maps each , l 2 regularization term of 0.001 and minibatch size of 25 .",hyperparameter
Parameterized filters and gates have the same size and number as normal filters .,hyperparameter
"They are generated uniformly by CNN with window sizes of 1 , 2 , 3 , 4 , eg. among 100 parameterized filters with size 3 , 25 of them are generated by aspect CNN with filter size 1 , 2 , 3 , 4 respectively .",hyperparameter
The word embeddings are initialized with 300 - dimensional Glove vectors and are fixed during training .,hyperparameter
The dropout rate is chosen as 0.3 .,hyperparameter
Training is done through mini-batch stochastic gradient descent with Adam update rule .,hyperparameter
The initial learning rate is 0.001 .,hyperparameter
"If the training loss does not drop after every three epochs , we decrease the learning rate by half .",hyperparameter
"For the out of vocabulary words we initialize them randomly from uniform distribution U ( ? 0.01 , 0.01 ) .",hyperparameter
We apply dropout on the final classification features of PG - CNN .,hyperparameter
We adopt early stopping based on the validation loss on development sets .,hyperparameter
Parameterized Convolutional Neural Networks for Aspect Level Sentiment Classification,research-problem
Continuous growing of user generated text in social media platforms such as Twitter drives sentiment classification increasingly popular .,research-problem
"Differing from general sentiment classification , aspect level sentiment classification identifies opinions from text about specific entities and their aspects .",research-problem
"We observe that PRET is very helpful , and consistently gives a 1 - 3 % increase in accuracy over LSTM + ATT across all datasets .",result
"MULT gives similar performance as LSTM + ATT on D1 and D2 , but improvements can be clearly observed for D3 and D4 .",result
The combination ( PRET + MULT ) over all yields better results .,result
( 2 ) The numbers of neutral examples in the test sets of D3 and D4 are very small .,result
"In all experiments , 300 - dimension Glo Ve vectors are used to initialize E and E when pretraining is not conducted for weight initialization .",hyperparameter
These vectors are also used for initializing E in the pretraining phase .,hyperparameter
We randomly sample 20 % of the original training data from the aspectlevel dataset as the development set and only use the remaining 80 % for training .,hyperparameter
"For all experiments , the dimension of LSTM hidden vectors is set to 300 , ?",hyperparameter
"is set to 0.1 , and we use dropout with probability 0.5 on sentence / document representations before the output layer .",hyperparameter
We use RMSProp as the optimizer with the decay rate set to 0.9 and the base learning rate set to 0.001 .,hyperparameter
The mini - batch size is set to 32 .,hyperparameter
"Specifically , we explore two transfer methods to incorporate this sort of knowledge - pretraining and multi-task learning .",model
Exploiting Document Knowledge for Aspect - level Sentiment Classification,research-problem
Our source code can be obtained from https://github.com/ruidan/Aspect-level-sentiment.,code
"( 2 ) Overall , transfers of the LSTM and embedding layer are more useful than the output layer .",ablation-analysi
( 3 ) Transfer of the embedding layer is more helpful on D3 and D4 .,ablation-analysi
Sentiment information is not adequately captured by Glo Ve word embeddings .,ablation-analysi
We focus in on the task of sentiment analysis and attempt to learn an unsupervised representation that accurately contains this concept .,approach
"As an approach , we consider the popular research benchmark of byte ( character ) level language modelling due to its further simplicity and generality .",approach
We train on a very large corpus picked to have a similar distribution as our task of interest .,approach
Representation learning ) plays a critical role in many modern machine learning systems .,research-problem
We focus in on the task of sentiment analysis and attempt to learn an unsupervised representation that accurately contains this concept .,research-problem
"As expected , trained contextual unimodal features help the hierarchical fusion framework to outperform the non-hierarchical framework .",result
"The non-hierarchical model outperforms the baseline uni - SVM , which confirms that it is the contextsensitive learning paradigm that plays the key role in improving performance over the baseline .",result
"Since bc - LSTM has access to both the preceding and following information of the utterance sequence , it performs consistently better on all the datasets over sc - LSTM .",result
The performance improvement is in the range of 0.3 % to 1.5 % on MOSI and MOUD datasets .,result
Every LSTM network variant has outperformed the baseline uni - SVM on all the datasets by the margin of 2 % to 5 % ( see ) .,result
It is to be noted that both sc - LSTM and bc - LSTM perform quite well on the multimodal emotion recognition and sentiment analysis datasets .,result
"On the IEMOCAP dataset , the performance improvement of bc - LSTM and sc - LSTM over h- LSTM is in the range of 1 % to 5 % .",result
Experimental results in show that the proposed method outperformes by a significant margin .,result
"In this paper , we discard such an oversimplifying hypothesis and develop a framework based on long shortterm memory ( LSTM ) that takes a sequence of utterances as input and extracts contextual utterancelevel features .",model
"Our model preserves the sequential order of utterances and enables consecutive utterances to share information , thus providing contextual information to the utterance - level sentiment classification process .",model
Context - Dependent Sentiment Analysis in User- Generated Videos,research-problem
"Multimodal sentiment analysis is a developing area of research , which involves the identification of sentiments in videos .",research-problem
"Sentiment analysis is a ' suitcase ' research problem that requires tackling many NLP sub - tasks , e.g. , aspect extraction , named entity recognition , concept extraction , sarcasm detection , personality recognition , and more .",research-problem
"Emotion recognition further breaks down the inferred polarity into a set of emotions conveyed by the subjective data , e.g. , positive sentiment can be caused by joy or anticipation , while negative sentiment can be caused by fear or disgust .",research-problem
"Recently , a number of approaches to multimodal sentiment analysis , producing interesting results , have been proposed .",research-problem
We then build a neural network model with four components .,model
The model uses ELMo ( which stands for Embeddings from Language Models ) pre-trained contextual embeddings as an input and builds sequence representation vectors that are used to predict the relation between the question pairs .,model
Tha3aroon at NSURL - 2019 Task 8 : Semantic Question Similarity in Arabic,research-problem
"In this paper , we describe our team 's effort on the semantic text question similarity task of NSURL 2019 .",research-problem
Semantic Text Similarity ( STS ) problems are both real - life and challenging .,research-problem
"For example , in the paraphrase identification task , STS is used to predict if one sentence is a paraphrase of the other or not .",research-problem
A new task has been proposed by Mawdoo3 1 company with a new dataset provided by their data annotation team for Semantic Question Similarity ( SQS ) for the Arabic language .,research-problem
"SQS is a variant of STS , which aims to compare a pair of questions and determine whether they have the same meaning or not .",research-problem
All experiments discussed in this work have been done on the Google Colab 7 environment using Tesla T4 GPU accelerator with the following hyperparameters :,experimental-setup
"We construct and publicly release a dataset of 25,100 queries annotated with the probability of being a well - formed natural language question ( 2.1 ) .",dataset
Our dataset ise available for download at http://goo.gl/language/ query-wellformedness .,dataset
"The best performance obtained is 70.7 % while using word - 1 , 2 - grams and POS - 1 , 2 , 3 - grams as features .",result
"Although character - 3 , 4 grams gave improvement over word unigrams and bigrams , the performance did not sustain when combined with POS tags .",result
Using POS n-grams gave a strong boost of 5.2 points over word unigrams and bigrams .,result
The majority class baseline is 61.5 % which corresponds to all queries being classified non-wellformed .,baseline
The question word baseline that classifies any query starting with a question word word n-grams char n-grams POS n -grams pwf ( q ) :,baseline
"Thus , in this paper we present a model to predict whether a given query is a well - formed natural language question .",model
We then train a feed - forward neural network classifier that uses the lexical and syntactic features extracted from the query on this data ( 2.2 ) .,model
Identifying Well - formed Natural Language Questions,research-problem
"To address these limitations , we introduce Sci - Cite , a new dataset of citation intents that is significantly larger , more coarse - grained and generaldomain compared with existing datasets .",dataset
"We consider three intent categories outlined in : BACK - GROUND , METHOD and RESULTCOMPARISON .",dataset
Citation intent of sentence extractions was labeled through the crowdsourcing platform .,dataset
"Citation contexts were annotated by 850 crowdsource workers who made a total of 29,926 annotations and individually made between 4 and 240 annotations .",dataset
"Each sentence was annotated , on average , 3.74 times .",dataset
"This resulted in a total 9,159 crowdsourced instances which were divided to training and validation sets with 90 % of the data used for the training set .",dataset
We observe that our scaffold - enhanced models achieve clear improvements over the state - of - the - art approach on this task .,result
Generally we observe that results on categories with more number of instances are higher .,result
"Starting with the ' BiLSTM - Attn ' baseline with a macro F1 score of 51.8 , adding the first scaffold task in ' BiLSTM - Attn + section title scaffold ' improves the F1 score to 56.9 (?= 5.1 ) .",result
Adding the second scaffold in ' BiLSTM - Attn + citation worthiness scaffold ' also results in similar improvements : 56.3 (?= 4.5 ) .,result
Adding both scaffolds results in further improvements .,result
"When both scaffolds are used simultaneously in ' BiLSTM - Attn + both scaffolds ' , the F1 score further improves to 63.1 ( ?= 11.3 ) , suggesting that the two tasks provide complementary signal that is useful for citation intent prediction .",result
"The best result is achieved when we also add ELMo vectors to the input representations in ' BiLSTM - Attn w / ELMo + both scaffolds ' , achieving an F1 of 67.9 , a major improvement from the previous state - of - the - art results of 54.6 ( ?= 13.3 ) .",result
And the best results are obtained by using ELMo representation in addition to both scaffolds .,result
Each scaffold task improves model performance .,result
"We note that the scaffold tasks provide major contributions on top of the ELMo - enabled baseline ( ?= 13.6 ) , demonstrating the efficacy of using structural scaffolds for citation intent prediction .",result
"We also experimented with adding features used in to our best model and not only we did not see any improvements , but we observed at least 1.7 % decline in performance .",result
"For example on ACL - ARC , the results on the BACKGROUND category are the highest as this category is the most common .",result
"Conversely , the results on the FUTUREWORK category are the lowest .",result
This category has the fewest data points ( see distribution of the categories in ) and thus it is harder for the model to learn the optimal parameters for correct classification in this category .,result
We implement our proposed scaffold framework using the AllenNLP library .,hyperparameter
"For word representations , we use 100 - dimensional GloVe vectors trained on a corpus of 6B tokens from Wikipedia and Gigaword .",hyperparameter
"For contextual representations , we use ELMo vectors released by with output dimension size of 1,024 which have been trained on a dataset of 5.5 B tokens .",hyperparameter
"For each of scaffold tasks , we use a single - layer MLP with 20 hidden nodes , ReLU activation and a Dropout rate of 0.2 between the hidden and input layers .",hyperparameter
We use a single - layer BiLSTM with a hidden dimension size of 50 for each direction 11 .,hyperparameter
We use Beaker 12 for running the experiments .,hyperparameter
Batch size is 8 for ACL - ARC dataset and 32 for SciCite dataset ( recall that SciCite is larger than ACL - ARC ) .,hyperparameter
"To this end , we propose a neural multitask learning framework to incorporate knowledge into citations from the structure of scientific papers .",model
"In particular , we propose two auxiliary tasks as structural scaffolds to improve citation intent prediction : 1 ( 1 ) predicting the section title in which the citation occurs and ( 2 ) predicting whether a sentence needs a citation .",model
"Our contributions are : ( i ) we propose a neural scaffold framework for citation intent classification to incorporate into citations knowledge from structure of scientific papers ; ( ii ) we achieve a new state - of - the - art of 67.9 % F1 on the ACL - ARC citations benchmark , an absolute 13.3 % increase over the previous state - of - the - art ; and ( iii ) we introduce SciCite , a new dataset of citation intents which is at least five times as large as existing datasets and covers a variety of scientific domains .",model
"On two datasets , we show that the proposed neural scaffold model outperforms existing methods by large margins .",model
Structural Scaffolds for Citation Intent Classification in Scientific Publications,research-problem
"Identifying the intent of a citation in scientific papers ( e.g. , background information , use of methods , comparing results ) is critical for machine reading of individual publications and automated analysis of the scientific literature .",research-problem
"In this work , we approach the problem of citation intent classification by modeling the language expressed in the citation context .",research-problem
Our code and data are available at : https://github.com/ allenai/scicite .,code
"In this paper , we propose the usage of translations as compelling and effective domain - free contexts , or contexts that are always available no matter what the task domain is .",approach
"In this paper , we propose a method to mitigate the possible problems when using translated sentences as context based on the following observations .",approach
"Based on these observations , we present a neural attentionbased multiple context fixing attachment ( MCFA ) .",approach
"MCFA is a series of modules that uses all the sentence vectors ( e.g. Arabic , English , Korean , etc. ) as context to fix a sentence vector ( e.g. Korean ) .",approach
MCFA computes two sentence usability metrics to control the noise when fixing vectors : ( a ) self usability ? i ( a ) weighs the confidence of using sentence a in solving the task .,approach
"( b ) relative usability ? r ( a , b ) weighs the confidence of using sentence a in fixing sentence b.",approach
"( 1 ) MCFA is attached after encoding the sentence , which makes it widely adaptable to other models .",approach
"( 3 ) MCFA moves the vectors inside the same space , thus preserves the meaning of vector dimensions .",approach
Tokenization is done using the polyglot library 7 .,hyperparameter
Training is done via stochastic gradient descent over shuffled mini-batches with the Adadelta update rule .,hyperparameter
We experiment on using only one additional context ( N = 1 ) and using all ten languages at once ( N = 10 ) .,hyperparameter
"For our CNN , we use rectified linear units and three filters with different window sizes h = 3 , 4 , 5 with 100 feature maps each , following .",hyperparameter
"For the final sentence vector , we concatenate the feature maps to get a 300 - dimension vector .",hyperparameter
We use dropout on all nonlinear connections with a dropout rate of 0.5 .,hyperparameter
"We also use an l 2 constraint of 3 , following for accurate comparisons .",hyperparameter
We use FastText pre-trained vectors 8 for all our data sets and their corresponding additional context .,hyperparameter
"During training , we use mini-batch size of 50 .",hyperparameter
We perform early stopping using a random 10 % of the training set as the development set .,hyperparameter
Translations as Additional Contexts for Sentence Classification,research-problem
"The token embeddings were pre-trained on a large corpus combining Wikipedia , PubMed , and PMC texts ( Moen and Ananiadou , 2013 ) using the word2vec tool 4 ( denoted as "" Word2vec- wiki+P.M. "" ) .",hyperparameter
The learning rate is initially set as 0.003 and decayed by 0.9 after each epoch .,hyperparameter
"The window sizes of the CNN encoder in the sentence encoding layer are 2 , 3 , 4 and 5 .",hyperparameter
They are fixed during the training phase to avoid over-fitting .,hyperparameter
